Arapahoe Basin, -105.8717, 39.6423
Aspen, -106.8175, 39.1911
Breckenridge, -106.0384, 39.4817
Copper Mountain, -106.1516, 39.5014
Crested Butte, -106.9878, 38.8697
Eldora, -105.5639, 39.9486
Keystone, -105.9347, 39.5792
Steamboat, -106.8317, 40.4850
Telluride, -107.8123, 37.9375
Winter Park, -105.7631, 39.8917
Wolf Creek, -106.8021, 7.4827
Vail, -106.3742, 39.640
Afton Alps, -92.7907, 44.8545
Buckhill!, -93.2873, 44.7231
